Matricule	Id appartenance	Id fonction occupée	Nom	Prénom	Code du groupe politique	Nom court du groupe politique	Date de début d'appartenance	Date de fin d'appartenance	Nom court fonction	Date de début de la fonction	Date de fin de la fonction
98050T	791	2657	Poniatowski	Ladislas	UMP	Groupe Les Républicains	11/12/2002		Vice-Président	01/11/2011	06/10/2014
98050T	791	2849	Poniatowski	Ladislas	UMP	Groupe Les Républicains	11/12/2002		Membre	07/10/2014	
59556Y	1310	1570	Poniatowski	Michel	RI	Groupe des RI		01/10/1995	Membre		01/10/1995
56522A	1311	1571	de Pontbriand	Michel	UNR	Union pour la Nouvelle République		01/10/1965	Membre		01/10/1965
000476	1312	1572	Pontillon	Robert	SOC	Groupe socialiste et républicain		20/03/1992	Membre		20/03/1992
000141	1611	1871	Poroi	Alfred	UNR	Union pour la Nouvelle République		01/10/1968	Membre		01/10/1968
04074L	1709	1971	Portelli	Hugues	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04074L	1767	2031	Portelli	Hugues	UMP	Groupe Les Républicains	05/10/2004	01/10/2017	Membre	05/10/2004	01/10/2017
000156	1313	1573	Porteu De La Morandiere	Paul	RI	Groupe des RI		01/10/1971	Membre		01/10/1971
58917A	1314	1574	Portier	Henri	RPR	Groupe du RPR		01/10/1989	Membre		01/10/1989
000672	1540	1800	Portmann	Georges	RI	Groupe des RI		01/10/1971	Membre		01/10/1971
59242H	1315	1575	Poudonson	Roger	UC	Groupe Union Centriste		01/10/1992	Membre		01/10/1992
000470	1316	1576	Pouille	Richard	UREI	Union des Républicains et des Indépendants		01/10/1992	Membre		01/10/1992
88002E	60	60	Pourchet	Jean	UC	Groupe Union Centriste		30/09/1998	Membre		30/09/1998
86043F	775	771	Pourny	André	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
86043F	228	228	Pourny	André	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
95058P	191	191	Pourtaud	Danièle	SOC	Groupe socialiste et républicain		30/09/2004	Membre		30/09/2004
08029X	2035	2306	Povinelli	Roland	SOC	Groupe socialiste et républicain	01/10/2008	30/09/2014	Membre	01/10/2008	30/09/2014
16813M	2687	3069	Poyart	Alain	NI	Réunion administrative des non-inscrits	15/06/2017	21/06/2017	Membre	15/06/2017	21/06/2017
16813M	2688	3070	Poyart	Alain	UMP	Groupe Les Républicains	22/06/2017	01/10/2017	Membre	22/06/2017	01/10/2017
04080J	1716	1978	Pozzo di Borgo	Yves	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04080J	1746	2009	Pozzo di Borgo	Yves	UC	Groupe Union Centriste	05/10/2004	01/10/2017	Membre	05/10/2004	01/10/2017
88010E	1317	1577	Pradille	Claude	SOC	Groupe socialiste et républicain		11/09/1997	Membre		11/09/1997
000772	1541	1801	Prelot	Marcel	UNR	Union pour la Nouvelle République		01/10/1968	Membre		01/10/1968
000741	1542	1802	Pretre	Henri	RI	Groupe des RI		02/10/1977	Membre		02/10/1977
19503N	2826	3220	Préville	Angèle	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19503N	2918	3316	Préville	Angèle	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
000202	1318	1578	Prevoteau	Maurice	UCDP	Union Centriste des Démocrates de Progrès		02/10/1983	Membre		02/10/1983
000275	1319	1579	Prigent	François	UC	Groupe Union Centriste		01/10/1980	Membre		01/10/1980
11090Q	2135	2413	Primas	Sophie	UMP	Groupe Les Républicains	01/10/2011		Membre	01/10/2011	
19739H	2989	3395	Prince	Jean-Paul	NI	Réunion administrative des non-inscrits	03/11/2017	05/11/2017	Membre	03/11/2017	05/11/2017
19739H	2990	3396	Prince	Jean-Paul	UC	Groupe Union Centriste	06/11/2017		Membre	06/11/2017	
96007G	163	163	Printz	Gisèle	SOC	Groupe socialiste et républicain	10/09/1996	01/09/2014	Membre	10/09/1996	01/09/2014
17583W	2754	3148	Priou	Christophe	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
17583W	2960	3362	Priou	Christophe	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
04043D	1671	1934	Procaccia	Catherine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04043D	1768	2032	Procaccia	Catherine	UMP	Groupe Les Républicains	05/10/2004		Membre	05/10/2004	
000639	1320	1580	Proriol	Jean	UREI	Union des Républicains et des Indépendants		12/03/1978	Membre		12/03/1978
000752	1543	1803	Prost	Pierre	NI	Réunion administrative des non-inscrits		02/10/1977	Membre		02/10/1977
59244K	1612	1872	Prouvoyeur	Claude	RPR	Groupe du RPR		01/10/1992	Membre		01/10/1992
000085	1321	1581	Provo	Victor	SOC	Groupe socialiste et républicain		30/09/1977	Membre		30/09/1977
19735D	2858	3252	de la Provôté	Sonia	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2017	02/10/2017	Membre	01/10/2017	02/10/2017
19735D	2980	3386	de la Provôté	Sonia	UC	Groupe Union Centriste	03/10/2017		Membre	03/10/2017	
14235Q	2486	2804	Prunaud	Christine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14235Q	2526	2844	Prunaud	Christine	CRC	Groupe CRCE	07/10/2014		Membre	07/10/2014	
80035E	764	760	Puech	Jean	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
80035E	24	24	Puech	Jean	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
19679N	2776	3170	Puissat	Frédérique	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19679N	2961	3363	Puissat	Frédérique	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
74041P	1425	1685	Quilliot	Roger	SOC	Groupe socialiste et républicain		14/07/1998	Membre		14/07/1998
58918B	1322	1582	Rabineau	André	UC	Groupe Union Centriste		01/10/1989	Membre		01/10/1989
000743	1544	1804	Rabouin	Etienne	UNR	Union pour la Nouvelle République		01/10/1965	Membre		01/10/1965
14247U	2498	2816	Rachline	David	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14247U	2610	2961	Rachline	David	NI	Réunion administrative des non-inscrits	07/10/2014	30/09/2017	Membre	07/10/2014	30/09/2017
95059Q	1650	1915	Raffarin	Jean-Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
95059Q	1777	2041	Raffarin	Jean-Pierre	UMP	Groupe Les Républicains	05/10/2004	01/11/2004	Membre	05/10/2004	01/11/2004
95059Q	1827	2105	Raffarin	Jean-Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	19/09/2005	22/09/2005	Membre	19/09/2005	22/09/2005
95059Q	1830	2108	Raffarin	Jean-Pierre	UMP	Groupe Les Républicains	23/09/2005	04/10/2017	Membre	23/09/2005	04/10/2017
95059Q	282	282	Raffarin	Jean-Pierre	RI	Groupe des RI		06/06/2002	Membre		06/06/2002
19443T	2755	3149	Raimond-Pavero	Isabelle	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19443T	2962	3364	Raimond-Pavero	Isabelle	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
06005F	1837	2115	Rainaud	Marcel	NI	Réunion administrative des non-inscrits	12/08/2006	20/08/2006	Membre	12/08/2006	20/08/2006
06005F	1838	2116	Rainaud	Marcel	SOC	Groupe socialiste et républicain	21/08/2006	30/09/2014	Membre	21/08/2006	30/09/2014
86044G	288	1900	de Raincourt	Henri	RI	Groupe des RI	02/10/1986	10/12/2002	Membre	02/10/1986	13/11/1995
86044G	288	288	de Raincourt	Henri	RI	Groupe des RI	02/10/1986	10/12/2002	Président	14/11/1995	10/12/2002
86044G	784	780	de Raincourt	Henri	UMP	Groupe Les Républicains	11/12/2002	23/07/2009	Vice-Président délégué	11/12/2002	15/01/2008
86044G	784	2160	de Raincourt	Henri	UMP	Groupe Les Républicains	11/12/2002	23/07/2009	Président	15/01/2008	06/07/2009
86044G	784	2359	de Raincourt	Henri	UMP	Groupe Les Républicains	11/12/2002	23/07/2009	Membre	07/07/2009	23/07/2009
86044G	2378	2700	de Raincourt	Henri	UMP	Groupe Les Républicains	17/06/2012	06/10/2014	Membre	17/06/2012	06/10/2014
86044G	2620	2971	de Raincourt	Henri	UMP	Groupe Les Républicains	07/10/2014	30/09/2017	Membre	07/10/2014	30/09/2017
000212	1323	1583	de Raincourt	Philippe	RI	Groupe des RI		02/07/1959	Membre		02/07/1959
14135M	2444	2762	Raison	Michel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14135M	2543	2875	Raison	Michel	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
95060H	252	252	Ralite	Jack	CRC	Groupe CRCE		30/09/2011	Membre		30/09/2011
59245L	1324	1584	Ramassamy	Albert	SOC	Groupe socialiste et républicain		01/10/1992	Membre		01/10/1992
19349W	2775	3169	Rambaud	Didier	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19349W	2888	3284	Rambaud	Didier	LREM	Groupe La République En Marche	03/10/2017		Membre	03/10/2017	
19794Q	3030	3438	Ramond	Françoise	NI	Réunion administrative des non-inscrits	31/12/2018	10/01/2019	Membre	31/12/2018	10/01/2019
19794Q	3031	3439	Ramond	Françoise	UMP	Groupe Les Républicains	11/01/2019		Membre	11/01/2019	
01016M	523	522	Raoul	Daniel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01016M	617	614	Raoul	Daniel	SOC	Groupe socialiste et républicain	02/10/2001	01/10/2017	Membre	02/10/2001	01/10/2017
92042S	176	176	Raoult	Paul	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
14331P	2658	3023	Rapin	Jean-François	UMP	Groupe Les Républicains	12/01/2016		Membre	12/01/2016	
58926B	1325	1585	Rapuzzi	Irma	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
000007	1455	1715	Rastoin	Jacques	RI	Groupe des RI		17/06/1979	Membre		17/06/1979
19269X	2734	3127	Rauscent	Noëlle	NI	Réunion administrative des non-inscrits	22/07/2017	24/07/2017	Membre	22/07/2017	24/07/2017
19269X	2735	3128	Rauscent	Noëlle	LREM	Groupe La République En Marche	25/07/2017		Membre	25/07/2017	
74042Q	160	160	Rausch	Jean-Marie	RDSE	Groupe du RDSE		30/09/2001	Membre		30/09/2001
14055N	2492	2810	Ravier	Stéphane	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14055N	2611	2962	Ravier	Stéphane	NI	Réunion administrative des non-inscrits	07/10/2014		Membre	07/10/2014	
000104	1326	1586	Raybaud	Joseph	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
14225N	2478	2796	Raynal	Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14225N	2595	2943	Raynal	Claude	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
08070Y	2043	2314	Rebsamen	François	SOC	Groupe socialiste et républicain	01/10/2008	02/05/2014	Membre	01/10/2008	30/09/2011
08070Y	2043	2616	Rebsamen	François	SOC	Groupe socialiste et républicain	01/10/2008	02/05/2014	Président	01/10/2011	14/04/2014
08070Y	2043	2727	Rebsamen	François	SOC	Groupe socialiste et républicain	01/10/2008	02/05/2014	Membre	15/04/2014	02/05/2014
19766L	3013	3423	Regnard	Damien	NI	Réunion administrative des non-inscrits	28/07/2018	02/09/2018	Membre	28/07/2018	02/09/2018
19766L	3016	3426	Regnard	Damien	UMP	Groupe Les Républicains	03/09/2018		Membre	03/09/2018	
80036F	52	52	Régnault	René	SOC	Groupe socialiste et républicain		30/09/1998	Membre		30/09/1998
10015M	2118	2391	Reichardt	André	UMP	Groupe Les Républicains	15/12/2010		Membre	15/12/2010	
01014K	521	520	Reiner	Daniel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01014K	619	615	Reiner	Daniel	SOC	Groupe socialiste et républicain	02/10/2001	01/10/2017	Membre	02/10/2001	01/10/2017
85002R	173	173	Renar	Ivan	CRC	Groupe CRCE		30/09/2011	Membre		30/09/2011
19705W	2823	3217	Renaud-Garabedian	Évelyne	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19705W	2963	3365	Renaud-Garabedian	Évelyne	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
04090L	1788	2052	Repentin	Thierry	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04090L	1726	1988	Repentin	Thierry	SOC	Groupe socialiste et républicain	05/10/2004	21/07/2012	Membre	05/10/2004	21/07/2012
04090L	2418	2735	Repentin	Thierry	SOC	Groupe socialiste et républicain	05/05/2014	30/09/2014	Membre	05/05/2014	30/09/2014
000293	1327	1587	Repiquet	Georges	RPR	Groupe du RPR		02/10/1983	Membre		02/10/1983
000077	1328	1588	Reptin	Ernest	RI	Groupe des RI		15/12/1976	Membre		15/12/1976
11012A	2130	2408	Requier	Jean-Claude	RDSE	Groupe du RDSE	01/10/2011		Membre	01/10/2011	02/10/2017
11012A	2130	3293	Requier	Jean-Claude	RDSE	Groupe du RDSE	01/10/2011		Président	03/10/2017	
000750	1545	1805	Restat	Etienne	GD	Gauche Démocratique		30/11/1971	Membre		30/11/1971
04033B	1649	1914	Retailleau	Bruno	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04033B	1776	2040	Retailleau	Bruno	NI	Réunion administrative des non-inscrits	05/10/2004	30/09/2011	Membre	05/10/2004	30/09/2011
04033B	2328	2609	Retailleau	Bruno	UMP	Groupe Les Républicains	01/10/2011	06/11/2012	Membre	01/10/2011	06/11/2012
04033B	2386	2709	Retailleau	Bruno	UMP	Groupe Les Républicains	07/11/2012		Membre	07/11/2012	06/10/2014
04033B	2386	2903	Retailleau	Bruno	UMP	Groupe Les Républicains	07/11/2012		Président	07/10/2014	
95061J	720	716	Reux	Victor	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
95061J	306	306	Reux	Victor	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
95062K	779	775	Revet	Charles	UMP	Groupe Les Républicains	11/12/2002	30/09/2019	Membre	11/12/2002	30/09/2019
95062K	239	239	Revet	Charles	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
89037V	767	763	Revol	Henri	UMP	Groupe Les Républicains	11/12/2002	13/04/2004	Membre	11/12/2002	13/04/2004
89037V	1639	1905	Revol	Henri	UMP	Groupe Les Républicains	14/04/2004	30/09/2008	Membre	14/04/2004	30/09/2008
89037V	51	51	Revol	Henri	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
000158	1329	1589	Ribeyre	Paul	CNIP	Centre National des Indépendants et Paysans		01/10/1980	Membre		01/10/1980
95063L	2236	2510	Richard	Alain	SOC	Groupe socialiste et républicain	01/10/2011	27/06/2017	Membre	01/10/2011	01/11/2011
95063L	2236	2641	Richard	Alain	SOC	Groupe socialiste et républicain	01/10/2011	27/06/2017	Vice-Président	02/11/2011	06/10/2014
95063L	2236	2936	Richard	Alain	SOC	Groupe socialiste et républicain	01/10/2011	27/06/2017	Membre	07/10/2014	27/06/2017
95063L	2710	3092	Richard	Alain	LREM	Groupe La République En Marche	28/06/2017		Membre	28/06/2017	
95063L	1330	1590	Richard	Alain	SOC	Groupe socialiste et républicain		04/07/1997	Membre		04/07/1997
57310T	1331	1591	Richard	Jacques	UNR	Union pour la Nouvelle République		16/05/1967	Membre		16/05/1967
98039Y	358	361	de Richemont	Henri	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98039Y	384	391	de Richemont	Henri	RPR	Groupe du RPR	05/10/1998	10/12/2002	Membre	05/10/1998	10/12/2002
98039Y	733	729	de Richemont	Henri	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
19798U	3033	3443	Richer	Marie-Pierre	UMP	Groupe Les Républicains	04/03/2019		Membre	04/03/2019	
92005M	804	800	Richert	Philippe	UMP	Groupe Les Républicains	11/12/2002	26/11/2004	Membre	11/12/2002	26/11/2004
92005M	1808	2086	Richert	Philippe	NI	Réunion administrative des non-inscrits	21/02/2005	22/02/2005	Membre	21/02/2005	22/02/2005
92005M	1813	2091	Richert	Philippe	UMP	Groupe Les Républicains	22/02/2005	14/12/2010	Membre	22/02/2005	14/12/2010
92005M	212	212	Richert	Philippe	UC	Groupe Union Centriste		10/12/2002	Membre		10/12/2002
04065K	1789	2053	Ries	Roland	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04065K	1698	1960	Ries	Roland	SOC	Groupe socialiste et républicain	05/10/2004	26/11/2004	Membre	05/10/2004	26/11/2004
04065K	1809	2087	Ries	Roland	NI	Réunion administrative des non-inscrits	21/02/2005	22/02/2005	Membre	21/02/2005	22/02/2005
04065K	1815	2093	Ries	Roland	SOC	Groupe socialiste et républicain	22/02/2005	30/09/2014	Membre	22/02/2005	30/09/2014
89038W	37	37	Rigaudière	Roger	RPR	Groupe du RPR		30/09/1998	Membre		30/09/1998
58938F	1332	1592	Rigou	Michel	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
77060F	234	234	Rinchet	Roger	SOC	Groupe socialiste et républicain		30/09/2004	Membre		30/09/2004
14271U	2637	2990	Riocreux	Stéphanie	NI	Réunion administrative des non-inscrits	08/04/2015	14/04/2015	Membre	08/04/2015	14/04/2015
14271U	2638	2991	Riocreux	Stéphanie	SOC	Groupe socialiste et républicain	15/04/2015	27/06/2017	Membre	15/04/2015	27/06/2017
14271U	2711	3093	Riocreux	Stéphanie	LREM	Groupe La République En Marche	28/06/2017	01/10/2017	Membre	28/06/2017	01/10/2017
98033S	351	354	Rispat	Yves	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98033S	389	396	Rispat	Yves	RPR	Groupe du RPR	05/10/1998	22/11/2001	Membre	05/10/1998	22/11/2001
98033S	641	638	Rispat	Yves	RPR	Groupe du RPR	22/11/2001	10/12/2002	Membre	22/11/2001	10/12/2002
98033S	756	752	Rispat	Yves	UMP	Groupe Les Républicains	11/12/2002	30/09/2008	Membre	11/12/2002	30/09/2008
000142	1333	1593	Ritzenthaler	Eugène	UNR	Union pour la Nouvelle République		01/10/1968	Membre		01/10/1968
14361V	2669	3039	Rivollier	Évelyne	AUCUN	Sénateurs n'appartenant à aucun groupe	11/12/2016	13/12/2016	Membre	11/12/2016	13/12/2016
14361V	2670	3040	Rivollier	Évelyne	CRC	Groupe CRCE	14/12/2016	01/10/2017	Membre	14/12/2016	01/10/2017
77003V	1334	1594	Robert	Guy	UC	Groupe Union Centriste		30/06/1997	Membre		30/06/1997
88003F	68	68	Robert	Jean-Jacques	RPR	Groupe du RPR		18/03/2000	Membre		18/03/2000
58919C	1335	1595	Robert	Paul	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
14017T	2429	2747	Robert	Didier	AUCUN	Sénateurs n'appartenant à aucun groupe	25/06/2014	30/06/2014	Membre	25/06/2014	30/06/2014
14017T	2430	2748	Robert	Didier	UMP	Groupe Les Républicains	01/07/2014	01/10/2017	Membre	01/07/2014	01/10/2017
14229S	2483	2801	Robert	Sylvie	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14229S	2596	2944	Robert	Sylvie	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
000125	1336	1596	Robini	Victor	GD	Gauche Démocratique		25/12/1984	Membre		25/12/1984
95064M	1337	1597	Rocard	Michel	SOC	Groupe socialiste et républicain		18/11/1997	Membre		18/11/1997
89039X	30	30	Rocca Serra	Jacques	UC	Groupe Union Centriste		30/09/1998	Membre		30/09/1998
000281	1338	1598	de Rocca-Serra	Jean-Paul	GD	Gauche Démocratique		23/09/1962	Membre		23/09/1962
94002S	47	47	de Rocca Serra	Louis Ferdinand	RI	Groupe des RI		20/09/2001	Membre		20/09/2001
11093T	2194	2468	Roche	Gérard	UC	Groupe Union Centriste	01/10/2011	01/10/2017	Membre	01/10/2011	01/10/2017
56305S	1339	1599	Rochereau	Henri	RI	Groupe des RI		28/06/1959	Membre		28/06/1959
59557A	1340	1600	Rodi	Nelly	RPR	Groupe du RPR		01/10/1995	Membre		01/10/1995
000537	1341	1601	Roge	Léon	C	Communistes		12/09/1969	Membre		12/09/1969
59558B	1342	1602	Roger	Jean	RDE	Rassemblement Démocratique et Européen		24/09/1995	Membre		24/09/1995
07002G	1841	2119	Roger-Coupin	Maryse	NI	Réunion administrative des non-inscrits	02/01/2007	03/01/2007	Membre	02/01/2007	03/01/2007
11054L	2298	2572	Roger	Gilbert	SOC	Groupe socialiste et républicain	01/10/2011		Membre	01/10/2011	
83050R	685	681	de Rohan	Josselin	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Président	11/12/2002	15/01/2008
83050R	685	2161	de Rohan	Josselin	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	15/01/2008	30/09/2011
83050R	158	158	de Rohan	Josselin	RPR	Groupe du RPR		10/12/2002	Président	06/04/1993	10/12/2002
000174	1343	1603	Rollin	René	GD	Gauche Démocratique		02/10/1983	Membre		02/10/1983
000128	1344	1604	Romaine	Eugène	GD	Gauche Démocratique		01/10/1980	Membre		01/10/1980
59312E	665	660	Romani	Roger	RPR	Groupe du RPR	01/10/2002	10/12/2002	Membre	01/10/2002	10/12/2002
59312E	759	755	Romani	Roger	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
11046L	2247	2521	Rome	Yves	SOC	Groupe socialiste et républicain	01/10/2011	27/06/2017	Membre	01/10/2011	27/06/2017
11046L	2712	3094	Rome	Yves	LREM	Groupe La République En Marche	28/06/2017	01/10/2017	Membre	28/06/2017	01/10/2017
14363X	2672	3042	de Rose	Marie-France	NI	Réunion administrative des non-inscrits	01/01/2017	04/01/2017	Membre	01/01/2017	04/01/2017
14363X	2673	3043	de Rose	Marie-France	UMP	Groupe Les Républicains	05/01/2017	01/10/2017	Membre	05/01/2017	01/10/2017
58638V	1346	1606	Rosette	Marcel	C	Communistes		01/10/1986	Membre		01/10/1986
000172	1345	1605	Rosselli	Jacques	UDR	Union des Démocrates pour la République		04/02/1974	Membre		04/02/1974
11045K	2248	2522	Rossignol	Laurence	SOC	Groupe socialiste et républicain	01/10/2011		Membre	01/10/2011	11/05/2014
11045K	2248	3062	Rossignol	Laurence	SOC	Groupe socialiste et républicain	01/10/2011		Membre	18/06/2017	
000704	1546	1806	Rotinat	Vincent	GD	Gauche Démocratique		01/10/1971	Membre		01/10/1971
000044	1456	1716	Roubert	Alex	SOC	Groupe socialiste et républicain		01/10/1971	Membre		01/10/1971
58929E	1347	1607	Roudier	Roger	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
57146A	1348	1608	Rougeron	Georges	SOC	Groupe socialiste et républicain		01/10/1971	Membre		01/10/1971
80039J	82	82	Roujas	Gérard	SOC	Groupe socialiste et républicain	02/10/1980	30/09/2008	Membre	02/10/1980	30/09/2008
000443	1349	1609	Roujon	Jules	UREI	Union des Républicains et des Indépendants		26/05/1985	Membre		26/05/1985
95065N	1350	1610	Rouquet	René	SOC	Groupe socialiste et républicain		14/10/1997	Membre		14/10/1997
16431B	2841	3235	Roustan	Max	AUCUN	Sénateurs n'appartenant à aucun groupe	25/09/2017	30/09/2017	Membre	25/09/2017	30/09/2017
80040B	79	79	Rouvière	André	SOC	Groupe socialiste et républicain		30/09/2008	Membre		30/09/2008
000214	1351	1611	Roux	Olivier	UC	Groupe Union Centriste		01/10/1992	Membre		01/10/1992
14107H	2514	2832	Roux	Jean-Yves	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14107H	3010	3420	Roux	Jean-Yves	SOC	Groupe socialiste et républicain	07/10/2014	09/07/2018	Membre	07/10/2014	09/07/2018
14107H	3009	3419	Roux	Jean-Yves	RDSE	Groupe du RDSE	10/07/2018		Membre	10/07/2018	
000768	1549	1809	Roy	Louis	UNR	Union pour la Nouvelle République		24/04/1966	Membre		24/04/1966
000754	1548	1808	Roy	Pierre	RI	Groupe des RI		01/10/1968	Membre		01/10/1968
01029S	536	535	Rozier	Janine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01029S	620	616	Rozier	Janine	RPR	Groupe du RPR	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01029S	752	748	Rozier	Janine	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
000505	1352	1612	Rudloff	Marcel	UC	Groupe Union Centriste		05/03/1992	Membre		05/03/1992
58928D	1353	1613	Ruet	Roland	UREI	Union des Républicains et des Indépendants		01/10/1989	Membre		01/10/1989
83052T	155	155	Rufin	Michel	RPR	Groupe du RPR		30/09/2001	Membre		30/09/2001
000305	1354	1614	Sadi	Abdelkrim	UNR	Union pour la Nouvelle République		04/07/1962	Membre		04/07/1962
19619A	2752	3146	Saint-Pé	Denise	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19619A	2981	3387	Saint-Pé	Denise	UC	Groupe Union Centriste	03/10/2017		Membre	03/10/2017	
000453	1355	1615	Sallenave	Pierre	UREI	Union des Républicains et des Indépendants		31/05/1983	Membre		31/05/1983
000564	1356	1616	Salvi	Pierre	UC	Groupe Union Centriste		09/01/1989	Membre		09/01/1989
000749	1550	1810	Sambron	Maurice	RI	Groupe des RI		13/12/1973	Membre		13/12/1973
57752S	1357	1617	Sanglier	Jacques	RPR	Groupe du RPR		02/10/1977	Membre		02/10/1977
01036R	543	542	San Vicente-Baudrin	Michèle	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01036R	621	617	San Vicente-Baudrin	Michèle	SOC	Groupe socialiste et républicain	02/10/2001	30/09/2011	Membre	02/10/2001	30/09/2011
000300	1587	1847	Sassi	Benaissa	GD	Gauche Démocratique		18/07/1961	Membre		18/07/1961
01019Q	526	525	Saugey	Bernard	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01019Q	622	618	Saugey	Bernard	RI	Groupe des RI	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01019Q	796	792	Saugey	Bernard	UMP	Groupe Les Républicains	11/12/2002	01/10/2017	Membre	11/12/2002	01/10/2017
89040Q	54	54	Saunier	Claude	SOC	Groupe socialiste et républicain		30/09/2008	Membre		30/09/2008
