Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Article de la commune	Commune	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
02005N	M.	Mortemousque	Dominique	ANCIEN	6748		01/06/1995	1995	16/03/2008	2008	de	Nojals-et-Clottes	3122	01/06/1995	1995	16/03/2008	2008	Maire
02005N	M.	Mortemousque	Dominique	ANCIEN	11334		16/03/2008				de	Beaumont du Perigord	11284	16/03/2008				Maire
000586	M.	Mossion	Jacques	ANCIEN	10167							Doullens	3337					Maire
14071N	M.	Mouiller	Philippe	ACTIF	13855			2008			de	Moncoutant	13284		2008	30/09/2017		Maire
14071N	M.	Mouiller	Philippe	ACTIF	13855			2008			de	Moncoutant	50786	01/10/2017				Conseiller municipal
03003Q	M.	Moulinier	Jacques	ANCIEN	10570			1977	17/12/2010	2010	de	Lyon	10558		1989	17/12/2010	2010	Adjoint au maire
03003Q	M.	Moulinier	Jacques	ANCIEN	10570			1977	17/12/2010	2010	de	Lyon	10559		1977	17/12/2010	2010	Conseiller municipal
80031A	M.	Mouly	Georges	ANCIEN	613				11/03/2001	2001	de 	Saint-Priest-de-Gimel	613			11/03/2001	2001	Maire
07027R	M.	Muller	Jacques	ANCIEN	11265			2001			de	Wattwiller	11183		2001			Maire
98007Q	M.	Murat	Bernard	ANCIEN	5007		18/06/1995		11/03/2001	2001	de 	Brive-la-Gaillarde	2003	18/05/1995		11/03/2001	2001	Maire
98007Q	M.	Murat	Bernard	ANCIEN	6217		18/03/2001	2001	27/04/2018		de	Brive-la-Gaillarde	2556	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
98007Q	M.	Murat	Bernard	ANCIEN	6217		18/03/2001	2001	27/04/2018		de	Brive-la-Gaillarde	2794	25/03/2001	2001	21/03/2008	2008	Maire
98007Q	M.	Murat	Bernard	ANCIEN	6217		18/03/2001	2001	27/04/2018		de	Brive-la-Gaillarde	11263		2008	27/04/2018		Conseiller municipal
00002B	M.	Muzeau	Roland	ANCIEN	5865				11/03/2001	2001	de	Gennevilliers	2216			11/03/2001	2001	Adjoint au maire
00002B	M.	Muzeau	Roland	ANCIEN	6162		11/03/2001	2001			de	Gennevilliers	2462	11/03/2001	2001	18/03/2001	2001	Conseiller municipal
00002B	M.	Muzeau	Roland	ANCIEN	6162		11/03/2001	2001			de	Gennevilliers	2905	18/03/2001	2001			Adjoint au maire
92040Q	M.	Nachbar	Philippe	ACTIF	684				11/03/2001	2001	de 	Jarny	684			11/03/2001	2001	Conseiller municipal
92040Q	M.	Nachbar	Philippe	ACTIF	684				11/03/2001	2001	de 	Jarny	13080		1989		1996	Maire
92040Q	M.	Nachbar	Philippe	ACTIF	11920			1983		1989	de	Nancy	11730		1983		1989	Adjoint au maire
08021P	M.	Navarro	Robert	ANCIEN	11864		01/04/2001	2001	31/03/2004	2004	de	Montpellier	11678	01/04/2001	2001	31/03/2004	2004	Conseiller municipal
08042U	M.	Nègre	Louis	ANCIEN	11653		18/06/1995	1995			de	Cagnes-sur-Mer	11529	18/06/1995	1995			Maire
11105E	M.	Néri	Alain	ANCIEN	12409		14/03/1983				de	Beauregard-l'Évêque	12935	14/03/1983				Maire
09012S	Mme	Nicoux	Renée	ANCIEN	11988			2008			de	Felletin	11756		2008	31/03/2014		Maire
09012S	Mme	Nicoux	Renée	ANCIEN	11988			2008			de	Felletin	13160	01/04/2014				Conseiller municipal
19768N	Mme	Noël	Sylviane	ACTIF	51632	22/03/2008	22/03/2008		08/09/2018		de	Nancy-sur-Cluses	51109	22/03/2008		08/09/2018		Maire
98044V	M.	Nogrix	Philippe	ANCIEN	10729			1977		1989	de	Fougères	10819		1977		1983	Adjoint au maire
98044V	M.	Nogrix	Philippe	ANCIEN	10729			1977		1989	de	Fougères	10820		1983		1989	Conseiller municipal
95051G	Mme	Olin	Nelly	ANCIEN	773				11/03/2001	2001	de 	Garges-lès-Gonesse	773			11/03/2001	2001	Maire
95051G	Mme	Olin	Nelly	ANCIEN	6081		11/03/2001	2001	26/10/2017	2017	de	Garges-lès-Gonesse	2387	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95051G	Mme	Olin	Nelly	ANCIEN	6081		11/03/2001	2001	26/10/2017	2017	de	Garges-lès-Gonesse	2577	17/03/2001	2001		2004	Maire
95051G	Mme	Olin	Nelly	ANCIEN	6081		11/03/2001	2001	26/10/2017	2017	de	Garges-lès-Gonesse	11076		2004	26/10/2017	2017	Adjoint au maire
59240F	M.	Olivier	Henri	ANCIEN	10168				18/08/2004	2004		Saint-Germain-des-Grois	3338			18/08/2004	2004	Maire
58645U	M.	Ooghe	Jean	ANCIEN	10169							Sainte-Geneviève-des-Bois	3339					Maire
000419	M.	Ornano	Charles	ANCIEN	10170							Ajaccio	3340					Maire
91002E	M.	Ostermann	Joseph	ANCIEN	727				11/03/2001	2001	de 	Wasselonne	727			11/03/2001	2001	Maire
91002E	M.	Ostermann	Joseph	ANCIEN	6082		11/03/2001	2001			de	Wasselonne	2388	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
91002E	M.	Ostermann	Joseph	ANCIEN	6082		11/03/2001	2001			de	Wasselonne	2617	17/03/2001	2001			Maire
89035T	M.	Othily	Georges	ANCIEN	794				11/03/2001	2001	d'	Iracoubo	794			11/03/2001	2001	Maire
86041D	M.	Oudin	Jacques	ANCIEN	778				11/03/2001	2001	de 	La Guérinière	778			11/03/2001	2001	Conseiller municipal
86041D	M.	Oudin	Jacques	ANCIEN	6265		11/03/2001	2001			de	La Guérinière	2725	11/03/2001	2001			Conseiller municipal
10007M	Mme	Oudit	Mireille	ANCIEN	12046		01/03/1995	1995	28/02/2008	2008	de	Val-de-Vière	11797	01/03/1995	1995	28/02/2008	2008	Maire
000488	M.	Pado	Dominique	ANCIEN	10171							Paris	3341					Conseiller municipal
88006J	M.	Pagès	Robert	ANCIEN	749				23/02/2011	2011	de 	Le Petit-Quevilly	749			23/02/2011	2011	Adjoint au maire
000393	M.	Palmero	Francis	ANCIEN	10172							<commune indéterminée>	3342					Conseiller municipal
07023M	Mme	Panis	Jacqueline	ANCIEN	11246						de	Seichamps	11170				2008	Adjoint au maire
07023M	Mme	Panis	Jacqueline	ANCIEN	11246						de	Seichamps	11262	21/03/2008	2008			Conseiller municipal
01054T	Mme	Papon	Monique	ANCIEN	6575			1983	08/12/2001	2001	de	Nantes	3037		1983	08/12/2001	2001	Conseiller municipal
77053G	M.	Pasqua	Charles	ANCIEN	653			1983		2001	de 	Neuilly-sur-Seine	653		1983		2001	Conseiller municipal
08026U	Mme	Pasquet	Isabelle	ANCIEN	11798		16/03/2008		30/03/2014		de	Marseille (4ème et 5ème arrondissements)	11642	16/03/2008	2008	30/03/2014		Conseiller d'arrondissement
95052H	M.	Pastor	Jean-Marc	ANCIEN	765				11/03/2001	2001	de 	Le Ségur	765			11/03/2001	2001	Maire
95052H	M.	Pastor	Jean-Marc	ANCIEN	6084		11/03/2001	2001	16/03/2008	2008	de	Le Ségur	2390	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95052H	M.	Pastor	Jean-Marc	ANCIEN	6084		11/03/2001	2001	16/03/2008	2008	de	Le Ségur	2667	17/03/2001	2001	16/03/2008	2008	Maire
08073C	M.	Patient	Georges	ACTIF	11796			1995			de	Mana	11640		1995	30/10/2017		Maire
08073C	M.	Patient	Georges	ACTIF	11796			1995			de	Mana	50963	31/10/2017				Conseiller municipal
08061X	M.	Patriat	François	ACTIF	11740		12/03/1989	1989	28/03/2001	2001	de	Chailly-sur-Armançon	11598	12/03/1989	1989	28/03/2001	2001	Maire
08061X	M.	Patriat	François	ACTIF	11744		28/03/2001	2001		2008	de	Pouilly-en-Auxois	11601	28/03/2001	2001		2008	Adjoint au maire
08047A	M.	Paul	Philippe	ACTIF	11673			2008			de	Douarnenez	11543		2008	30/09/2017		Maire
08047A	M.	Paul	Philippe	ACTIF	11673			2008			de	Douarnenez	50715	01/10/2017				Conseiller municipal
01009N	Mme	Payet	Anne-Marie	ANCIEN	6537		11/03/2001	2001	21/03/2008		de 	Cilaos	2997	11/03/2001	2001	21/03/2008		Adjoint au maire
98002K	M.	Payet	Lylian	ANCIEN	797				11/03/2001	2001	de 	Le Tampon	797			11/03/2001	2001	Conseiller municipal
98002K	M.	Payet	Lylian	ANCIEN	6272		11/03/2001	2001			de	Le Tampon	2734	11/03/2001	2001			Conseiller municipal
95053J	M.	Pelchat	Michel	ANCIEN	629				11/03/2001	2001	de 	Gif-sur-Yvette	629			11/03/2001	2001	Conseiller municipal
95053J	M.	Pelchat	Michel	ANCIEN	6242		18/03/2001	2001	12/02/2004	2004	de	Gif-sur-Yvette	2585	18/03/2001	2001	12/02/2004	2004	Conseiller municipal
14365A	M.	Pélieu	Michel	ANCIEN	15535	01/01/2016	01/01/2016				de	Loudenvielle	14144	01/01/2016				Premier adjoint au maire
59578F	M.	Pelletier	Charles	ANCIEN	10173				13/08/2019			Vinantes	3343			13/08/2019		Maire
66002K	M.	Pelletier	Jacques	ANCIEN	5145			1953	11/03/2001	2001	de 	Villers-en-Prayères	2069			11/03/2001	2001	Maire
66002K	M.	Pelletier	Jacques	ANCIEN	6129		11/03/2001	2001	03/09/2007	2007	de	Villers-en-Prayères	2431	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
66002K	M.	Pelletier	Jacques	ANCIEN	6129		11/03/2001	2001	03/09/2007	2007	de	Villers-en-Prayères	2690	17/03/2001	2001	03/09/2007	2007	Maire
14237S	M.	Pellevat	Cyril	ACTIF	14224	01/04/2008		2008	18/08/2016		d'	Arthaz-Pont-Notre-Dame	13557		2008	18/08/2016		Maire
17637T	M.	Pemezec	Philippe	ACTIF	51336	19/03/1989	19/03/1989				du	Plessis-Robinson	50516	19/03/1989		27/04/2018		Maire
17637T	M.	Pemezec	Philippe	ACTIF	51336	19/03/1989	19/03/1989				du	Plessis-Robinson	51044	28/04/2018				Conseiller municipal
59579G	M.	Pen	Albert	ANCIEN	10174				03/07/2003	2003		Saint-Pierre	3344			03/07/2003	2003	Maire
86042E	M.	Penne	Guy	ANCIEN	800				11/03/2001	2001	de 	Sainte Cécile les Vignes	800			11/03/2001	2001	Adjoint au maire
86042E	M.	Penne	Guy	ANCIEN	6248		11/03/2001	2001	25/07/2010	2010	de	Sainte Cécile les Vignes	2668	11/03/2001	2001	25/07/2010	2010	Adjoint au maire
89016Q	M.	Pépin	Jean	ANCIEN	581				11/03/2001	2001	de 	Saint-Nizier-le-Bouchoux	581			11/03/2001	2001	Maire
89016Q	M.	Pépin	Jean	ANCIEN	6130		11/03/2001	2001	21/03/2008		de	Saint-Nizier-le-Bouchoux	2432	11/03/2001	2001	21/03/2008		Conseiller municipal
83047W	M.	Percheron	Daniel	ANCIEN	715				11/03/2001	2001	de 	Liévin	715			11/03/2001	2001	Conseiller municipal
14028W	Mme	Perol-Dumont	Marie-Françoise	ACTIF	13800	08/01/1977		1977		1984	de	Nedde	13225		1977		1984	Conseiller municipal
59580Y	M.	Perrein	Louis	ANCIEN	10175				21/06/2004	2004		Villiers-le-Bel	3345			21/06/2004	2004	Adjoint au maire
14193X	M.	Perrin	Cédric	ACTIF	14071	17/03/2008	17/03/2014				de	Beaucourt	13508	17/03/2014		30/09/2017		Maire
14193X	M.	Perrin	Cédric	ACTIF	14071	17/03/2008	17/03/2014				de	Beaucourt	50798	01/10/2017				Conseiller municipal
19745F	Mme	Perrot	Évelyne	ACTIF	51546	19/03/1989	19/03/1989				de	Dosches	50911	19/03/1995		11/01/2018		Maire
19745F	Mme	Perrot	Évelyne	ACTIF	51546	19/03/1989	19/03/1989				de	Dosches	50923	19/03/1989		18/03/1995		Adjoint au maire
19745F	Mme	Perrot	Évelyne	ACTIF	51546	19/03/1989	19/03/1989				de	Dosches	51004	12/01/2018				Conseiller municipal
98040R	M.	Peyrat	Jacques	ANCIEN	6218		18/03/2001	2001	25/04/2008	2008	de	Nice	2557	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
98040R	M.	Peyrat	Jacques	ANCIEN	6218		18/03/2001	2001	25/04/2008	2008	de	Nice	2796	25/03/2001	2001	21/03/2008	2008	Maire
98040R	M.	Peyrat	Jacques	ANCIEN	6218		18/03/2001	2001	25/04/2008	2008	de	Nice	11261		2008	25/04/2008	2008	Conseiller municipal
95054K	M.	Peyrefitte	Alain	ANCIEN	751				27/11/1999	1999	de 	Provins	751			27/11/1999	1999	Conseiller municipal
95055L	M.	Peyronnet	Jean-Claude	ANCIEN	784				11/03/2001	2001	de 	Châlus	784			11/03/2001	2001	Conseiller municipal
95055L	M.	Peyronnet	Jean-Claude	ANCIEN	6179		11/03/2001	2001		2001	de	Châlus	2477	11/03/2001	2001		2001	Conseiller municipal
89036U	M.	Philibert	Louis	ANCIEN	601				21/06/2000	2000	de 	Puy-Sainte-Réparade	601			21/06/2000	2000	Maire
59554W	M.	Piat	Robert	ANCIEN	10176				08/10/2007	2007		Saint-Rémy-la-Vanne	3346			08/10/2007	2007	Maire
000307	M.	Pic	Maurice	ANCIEN	10177							Montelimar	3347					Conseiller municipal
98015Q	M.	Picheral	Jean-François	ANCIEN	5061			1989	11/03/2001	2001	d'	Aix-En-Provence	2023		1989	11/03/2001	2001	Maire
98015Q	M.	Picheral	Jean-François	ANCIEN	6249		18/03/2001	2001		2001	d'	Aix-En-Provence	2669	18/03/2001	2001		2001	Conseiller municipal
19533U	M.	Piednoir	Stéphane	ACTIF	50842	23/03/2014	18/03/2001				de	Montreuil-Juigné	50140	23/03/2014		10/04/2018		Maire
19533U	M.	Piednoir	Stéphane	ACTIF	50842	23/03/2014	18/03/2001				de	Montreuil-Juigné	50645	18/03/2001		22/03/2014		Conseiller municipal
19533U	M.	Piednoir	Stéphane	ACTIF	50842	23/03/2014	18/03/2001				de	Montreuil-Juigné	51034	11/04/2018				Conseiller municipal
04088S	M.	Pierre	Jackie	ACTIF	10995			1983	16/03/2008	2008	de	La Chapelle-aux-Bois	10996		1983	16/03/2008	2008	Maire
09010Q	M.	Pignard	Jean-Jacques	ANCIEN	11972			1989		2008	de	Villefranche-sur-Saône	11750		1989		2008	Maire
07034Q	M.	Pillet	François	ANCIEN	11307		18/06/1995		31/03/2014		de	Mehun-sur-Yèvre	11220	18/06/1995	1995	31/03/2014		Maire
000514	M.	Pintat	Jean-François	ANCIEN	10178							Soulac-sur-Mer	3348					Maire
98021N	M.	Pintat	Xavier	ANCIEN	5081		14/07/1990		11/03/2001	2001	de 	Soulac-sur-Mer	2034	14/07/1990		11/03/2001	2001	Maire
98021N	M.	Pintat	Xavier	ANCIEN	6131		11/03/2001	2001			de	Soulac-sur-Mer	2433	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98021N	M.	Pintat	Xavier	ANCIEN	6131		11/03/2001	2001			de	Soulac-sur-Mer	2692	17/03/2001	2001			Maire
07032N	M.	Pinton	Louis	ANCIEN	11294			1983	17/11/2016	2004	de	Orsennes	11204		1983		2004	Maire
07032N	M.	Pinton	Louis	ANCIEN	11294			1983	17/11/2016	2004	de	Orsennes	11205		1983		1983	Conseiller municipal
07032N	M.	Pinton	Louis	ANCIEN	11341		21/03/2008		31/03/2014		de	Orsennes	11309	21/03/2008		31/03/2014		Conseiller municipal
96006F	M.	Piras	Bernard	ANCIEN	6250		18/03/2001		31/03/2014		de	Bourg-lès-Valence	2670	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
96006F	M.	Piras	Bernard	ANCIEN	6250		18/03/2001		31/03/2014		de	Bourg-lès-Valence	2853	25/03/2001	2001	31/03/2014		Maire
11069T	M.	Placé	Jean-Vincent	ANCIEN	12862		16/03/2008		02/06/2014		de 	Les Ulis	13059	16/03/2008			2011	Conseiller municipal
11069T	M.	Placé	Jean-Vincent	ANCIEN	12862		16/03/2008		02/06/2014		de 	Les Ulis	13162	01/04/2014		02/06/2014		Conseiller municipal
95056M	M.	Plasait	Bernard	ANCIEN	706				11/03/2001	2001	de 	Paris	706		1983	11/03/2001	2001	Adjoint au maire
95056M	M.	Plasait	Bernard	ANCIEN	10567		18/03/2001	2001			de	Paris (20ème arrondissement)	10556	18/03/2001	2001			Conseiller d'arrondissement
83004K	M.	Pluchet	Alain	ANCIEN	634						de 	Le Thuit	634					Maire
19319Q	M.	Poadja	Gérard	ACTIF	50942	30/03/2014	30/03/2014				de	Koné	50250	30/03/2014				Conseiller municipal
13002U	M.	Poher	Hervé	ANCIEN	12915			1995	30/03/2014		de	Guînes	13096		1995		2007	Maire
13002U	M.	Poher	Hervé	ANCIEN	12915			1995	30/03/2014		de	Guînes	13097		2008	30/03/2014		Adjoint au maire
05012A	M.	Pointereau	Rémy	ACTIF	11169			1989		2004	de	Lazenay	11122		1979		1989	Adjoint au maire
05012A	M.	Pointereau	Rémy	ACTIF	11169			1989		2004	de	Lazenay	11126		1989		2004	Maire
05012A	M.	Pointereau	Rémy	ACTIF	11345		21/03/2008				de	Lazenay	11313	21/03/2008		30/09/2017		Maire
05012A	M.	Pointereau	Rémy	ACTIF	11345		21/03/2008				de	Lazenay	50974	01/10/2017				Conseiller municipal
95057N	M.	Poirier	Jean-Marie	ANCIEN	768				11/03/2001	2001	de 	Sucy-en-Brie	768			11/03/2001	2001	Maire
95057N	M.	Poirier	Jean-Marie	ANCIEN	6219		18/03/2001	2001			de	Sucy-en-Brie	2558	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
95057N	M.	Poirier	Jean-Marie	ANCIEN	6219		18/03/2001	2001			de	Sucy-en-Brie	2800	25/03/2001	2001			Maire
58916Y	M.	Poirier	Raymond	ANCIEN	10179				21/05/2007	2007		Luisant	3349			21/05/2007	2007	Maire
77058M	M.	Poncelet	Christian	ANCIEN	785				11/03/2001	2001	de 	Remiremont	785			11/03/2001	2001	Maire
77058M	M.	Poncelet	Christian	ANCIEN	6086		11/03/2001	2001		2004	de	Remiremont	2392	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
77058M	M.	Poncelet	Christian	ANCIEN	6086		11/03/2001	2001		2004	de	Remiremont	2618	17/03/2001	2001	25/03/2001	2001	Maire
77058M	M.	Poncelet	Christian	ANCIEN	6086		11/03/2001	2001		2004	de	Remiremont	2793	25/03/2001	2001		2004	Conseiller municipal
98050T	M.	Poniatowski	Ladislas	ACTIF	5201			1977	11/03/2001	2001	de 	Quillebeuf-sur-Seine	2098		1977	11/03/2001	2001	Maire
98050T	M.	Poniatowski	Ladislas	ACTIF	6168		11/03/2001		31/03/2014		de	Quillebeuf-sur-Seine	2468	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98050T	M.	Poniatowski	Ladislas	ACTIF	6168		11/03/2001		31/03/2014		de	Quillebeuf-sur-Seine	2693	17/03/2001	2001	31/03/2014		Maire
59556Y	M.	Poniatowski	Michel	ANCIEN	10180				15/01/2002	2002		L'Isle-Adam	3350			15/01/2002	2002	Maire
04074L	M.	Portelli	Hugues	ANCIEN	10932		12/12/1996	1996			d'	Ermont	10952	12/12/1996	1996			Maire
59242H	M.	Poudonson	Roger	ANCIEN	10181				27/12/2000	2000		Duisans	3351			27/12/2000	2000	Maire
88002E	M.	Pourchet	Jean	ANCIEN	625				27/02/2010	2010	de 	Maisons-du-Bois-Lièvremont	625			27/02/2010	2010	Maire
86043F	M.	Pourny	André	ANCIEN	737				11/03/2001	2001	de 	Sainte-Radegonde	737			11/03/2001	2001	Maire
95058P	Mme	Pourtaud	Danièle	ANCIEN	6200		18/03/2001	2001			de	Paris (14ème arrondissement)	2540	18/03/2001	2001	23/03/2001	2001	Conseiller de Paris
95058P	Mme	Pourtaud	Danièle	ANCIEN	6200		18/03/2001	2001			de	Paris (14ème arrondissement)	2786	23/03/2001	2001			Adjoint au maire
08029X	M.	Povinelli	Roland	ANCIEN	11599			1977			d'	Allauch	11482		1977			Maire
04080J	M.	Pozzo di Borgo	Yves	ANCIEN	10964			1998			de	Paris (7ème arrondissement)	10975		1998			Conseiller de Paris
19503N	Mme	Préville	Angèle	ACTIF	50915		30/03/2014				de	Biars-sur-Cère	50219	30/03/2014				Adjoint au maire
19739H	M.	Prince	Jean-Paul	ACTIF	51501	20/03/1977	20/03/1977				de	La Ferté-Saint-Cyr	50726	20/03/1977		12/03/1983		Premier adjoint au maire
19739H	M.	Prince	Jean-Paul	ACTIF	51501	20/03/1977	20/03/1977				de	La Ferté-Saint-Cyr	50727	13/03/1983		30/11/2017		Maire
19739H	M.	Prince	Jean-Paul	ACTIF	51501	20/03/1977	20/03/1977				de	La Ferté-Saint-Cyr	50942	01/12/2017				Conseiller municipal
96007G	Mme	Printz	Gisèle	ANCIEN	690				11/03/2001	2001	de 	Serémange-Erzange	690			11/03/2001	2001	Conseiller municipal
96007G	Mme	Printz	Gisèle	ANCIEN	6176		11/03/2001	2001			de	Serémange-Erzange	2474	11/03/2001	2001	25/03/2001	2001	Conseiller municipal
96007G	Mme	Printz	Gisèle	ANCIEN	6176		11/03/2001	2001			de	Serémange-Erzange	2850	25/03/2001	2001		2008	Adjoint au maire
96007G	Mme	Printz	Gisèle	ANCIEN	6176		11/03/2001	2001			de	Serémange-Erzange	13117		2008			Conseiller municipal
17583W	M.	Priou	Christophe	ACTIF	51130		19/03/1989		15/03/2008		du	Croisic	50390	19/03/1989		17/06/1995		Conseiller municipal
17583W	M.	Priou	Christophe	ACTIF	51130		19/03/1989		15/03/2008		du	Croisic	50392	18/06/1995		15/03/2008		Maire
17583W	M.	Priou	Christophe	ACTIF	51132		16/03/2008		30/03/2014		de	Guérande	50394	16/03/2008		30/03/2014		Maire
04043D	Mme	Procaccia	Catherine	ACTIF	11057			1981		2004	de	Vincennes	11038		2001		2004	Adjoint au maire
04043D	Mme	Procaccia	Catherine	ACTIF	11057			1981		2004	de	Vincennes	11068		1981		2001	Conseiller municipal
000639	M.	Proriol	Jean	ANCIEN	10553							Beuzac	10549					Maire
59244K	M.	Prouvoyeur	Claude	ANCIEN	10182				17/01/2018			Dunkerque	3352			17/01/2018		Conseiller municipal
14235Q	Mme	Prunaud	Christine	ACTIF	14225		19/03/2001				de	Lamballe	13558	19/03/2001	2001	27/07/2015		Adjoint au maire
14235Q	Mme	Prunaud	Christine	ACTIF	14225		19/03/2001				de	Lamballe	13831	28/07/2015				Conseiller municipal
80035E	M.	Puech	Jean	ANCIEN	596			1977	11/03/2001	2001	de 	Rignac	596		1977	11/03/2001	2001	Maire
19679N	Mme	Puissat	Frédérique	ACTIF	51211		18/03/2001				de	Château-Bernard	50433	18/03/2001		13/10/2017		Maire
19679N	Mme	Puissat	Frédérique	ACTIF	51211		18/03/2001				de	Château-Bernard	50822	14/10/2017				Conseiller municipal
14247U	M.	Rachline	David	ANCIEN	14246			2008			de	Fréjus	13569		2008		2013	Conseiller municipal
14247U	M.	Rachline	David	ANCIEN	14246			2008			de	Fréjus	13570		2014			Maire
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	782				11/03/2001	2001	de 	Chasseneuil-du-Poitou	782			11/03/2001	2001	Adjoint au maire
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	11924			1989		1995	de	Poitiers	11734		1989		1995	Conseiller municipal
19443T	Mme	Raimond-Pavero	Isabelle	ACTIF	51440	30/03/2014	30/03/2014		23/10/2017		de	Chinon	50643	30/03/2014		23/10/2017		Adjoint au maire
06005F	M.	Rainaud	Marcel	ANCIEN	11201			1983	21/03/2008	2008	de	Talairan	11140		1983		2000	Maire
06005F	M.	Rainaud	Marcel	ANCIEN	11201			1983	21/03/2008	2008	de	Talairan	11141		2000	21/03/2008	2008	Conseiller municipal
14135M	M.	Raison	Michel	ACTIF	13961		10/03/2008				de	Luxeuil-les-Bains	13411	10/03/2008		31/12/2015		Maire
14135M	M.	Raison	Michel	ACTIF	13961		10/03/2008				de	Luxeuil-les-Bains	50778	11/01/2016				Conseiller municipal
14135M	M.	Raison	Michel	ACTIF	14076			2001	09/03/2008		de	Saponcourt	13514		2001		2005	Adjoint au maire
14135M	M.	Raison	Michel	ACTIF	14076			2001	09/03/2008		de	Saponcourt	13515		2006	09/03/2008		Conseiller municipal
95060H	M.	Ralite	Jack	ANCIEN	758				11/03/2001	2001	d'	Aubervilliers	758			11/03/2001	2001	Maire
95060H	M.	Ralite	Jack	ANCIEN	6220		18/03/2001	2001	21/03/2008	2008	d'	Aubervilliers	2559	18/03/2001	2001	24/03/2001	2001	Conseiller municipal
95060H	M.	Ralite	Jack	ANCIEN	6220		18/03/2001	2001	21/03/2008	2008	d'	Aubervilliers	2737	24/03/2001	2001	29/03/2003	2003	Maire
95060H	M.	Ralite	Jack	ANCIEN	6220		18/03/2001	2001	21/03/2008	2008	d'	Aubervilliers	3518	29/03/2003	2003	21/03/2008	2008	Conseiller municipal
19349W	M.	Rambaud	Didier	ACTIF	50968	30/03/2014	30/03/2014		24/10/2017		du	Grand-Lemps	50277	30/03/2014		24/10/2017		Maire
19349W	M.	Rambaud	Didier	ACTIF	51235	18/03/2001	18/03/2001		29/03/2014		de	Châbons	50438	18/03/2001		29/03/2014		Maire
19794Q	Mme	Ramond	Françoise	ACTIF	51653	18/03/2001	18/03/2001				d'	Épernon	51141	18/03/2001		04/01/2019		Maire
19794Q	Mme	Ramond	Françoise	ACTIF	51653	18/03/2001	18/03/2001				d'	Épernon	51148	05/01/2019				Conseiller municipal
01016M	M.	Raoul	Daniel	ANCIEN	6525			1983	01/04/2014		d'	Angers	2990		1983	16/03/2008		Adjoint au maire
01016M	M.	Raoul	Daniel	ANCIEN	6525			1983	01/04/2014		d'	Angers	11286	16/03/2008		01/04/2014		Conseiller municipal
92042S	M.	Raoult	Paul	ANCIEN	701				11/03/2001	2001	de 	Le Quesnoy	701			11/03/2001	2001	Maire
92042S	M.	Raoult	Paul	ANCIEN	6038		11/03/2001	2001	01/06/2001	2001	de	Le Quesnoy	2338	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92042S	M.	Raoult	Paul	ANCIEN	6038		11/03/2001	2001	01/06/2001	2001	de	Le Quesnoy	2674	17/03/2001	2001	01/06/2001	2001	Maire
92042S	M.	Raoult	Paul	ANCIEN	11343		21/03/2008	2008			de	Le Quesnoy	11311	21/03/2008				Maire
14331P	M.	Rapin	Jean-François	ACTIF	15279	18/03/2001		1995	29/01/2016		de	Merlimont	13880	18/03/2001		29/01/2016		Maire
14331P	M.	Rapin	Jean-François	ACTIF	15279	18/03/2001		1995	29/01/2016		de	Merlimont	13882		1995	17/03/2001		Conseiller municipal
19269X	Mme	Rauscent	Noëlle	ACTIF	43670	19/03/2001	19/03/2001				de	Domecy-sur-Cure	42266	19/03/2001		21/09/2017		Maire
19269X	Mme	Rauscent	Noëlle	ACTIF	43670	19/03/2001	19/03/2001				de	Domecy-sur-Cure	50810	22/09/2017				Conseiller municipal
74042Q	M.	Rausch	Jean-Marie	ANCIEN	688				11/03/2001	2001	de 	Metz	688			11/03/2001	2001	Maire
74042Q	M.	Rausch	Jean-Marie	ANCIEN	6221		18/03/2001	2001			de	Metz	2560	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
74042Q	M.	Rausch	Jean-Marie	ANCIEN	6221		18/03/2001	2001			de	Metz	2798	25/03/2001	2001			Maire
14055N	M.	Ravier	Stéphane	ACTIF	14244	30/03/2014	30/03/2014				de	Marseille (13ème et 14ème arrondissements)	13567	30/03/2014		23/10/2017		Maire d'arrondissement
14055N	M.	Ravier	Stéphane	ACTIF	14244	30/03/2014	30/03/2014				de	Marseille (13ème et 14ème arrondissements)	50788	24/10/2017				Conseiller municipal
000104	M.	Raybaud	Joseph	ANCIEN	10183							Levens	3353					Maire
