ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA267875	M.	Georges	Siffredi	1956-07-28		Marseille	Bouches-du-Rhône		Directeur de société	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267886	M.	Axel	Poniatowski	1951-08-03		Rabat		Maroc	Directeur de société	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267891	M.	Hugues	Portelli	1947-12-22						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267895	M.	Jérôme	Chartier	1966-11-14		Paris	Paris	France	Ancien associé gérant	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2679	M.	Michel	Sapin	1952-04-09		Boulogne-Billancourt	Hauts-de-Seine		Conseiller de tribunal administratif	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267901	M.	Mansour	Kamardine	1959-03-23		Sada	Mayotte	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA267903	Mme	Muriel	Marland-Militello	1943-07-30		Nice	Alpes-Maritimes	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA267907	M.	Jean-Pierre	Grand	1950-11-18		Montpellier	Hérault	France	Attaché parlementaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267913	M.	Jean-Pierre	Le Ridant	1948-02-04		Riaillé	Loire-Atlantique	France	Cadre administratif	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267918	Mme	Thérèse	Guilbert	1943-02-18		Abbeville	Somme	France	Retraitée de l'Éducation nationale	Anciens cadres et professions intermédiaires	Retraités
PA267923	M.	Guy	Delcourt	1947-07-13		Palaiseau	Essonne		Retraité de la fonction publique territoriale	Anciens cadres et professions intermédiaires	Retraités
PA267931	M.	Lilian	Zanchi	1968-04-21		Montélimar	Drôme		Cadre de la fonction publique territoriale	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA267950	Mme	Martine	Billard	1952-10-07		Boulogne-Billancourt	Hauts-de-Seine	France	Bibliothécaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267954	Mme	Danièle	Hoffman-Rispal	1951-06-22		Paris 10ème	Paris	France	Comptable	Employés administratifs d'entreprise	Employés
PA267965	Mme	Annick	Lepetit	1958-03-31		Boulogne-Billancourt	Hauts-de-Seine	France	Cadre	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267986	M.	Frédéric	Dutoit	1956-05-26		Marseille	Bouches-du-Rhône	France	Agent administratif de la fonction publique territoriale	Employés de la fonction publique	Employés
PA267989	M.	Bruno	Gilles	1960-12-26		Marseille	Bouches-du-Rhône		Attaché de direction (industrie pharmaceutique)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA267992	M.	Christophe	Masse	1963-11-16		Marseille	Bouches-du-Rhône	France	Employé d'un laboratoire pharmaceutique	Employés administratifs d'entreprise	Employés
PA268001	M.	André	Flajolet	1946-12-06		Saint-Floris	Pas-de-Calais	France	Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA268007	M.	Jean-Pierre	Corbisez	1960-03-07						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA268011	M.	Jean-Philippe	Maurer	1960-07-07		Strasbourg	Bas-Rhin	France	Assistant parlementaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA268019	M.	Jean-Christophe	Lagarde	1967-10-24		Châtellerault	Vienne	France	Attaché de direction	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA268029	Mme	Juliana	Rimane	1959-01-22		Kourou	Guyane		Bibliothécaire	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA268031	M.	Louis-Joseph	Manscour	1945-03-20		LaTrinité	Martinique	France	Professeur de collège	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA268035	M.	Philippe	Edmond-Mariette	1955-10-15		Fort-de-France	Martinique		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA268039	M.	Éric	Jalton	1961-09-16		Les Abymes	Guadeloupe	France	Dentiste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA268040	M.	Jacques	Cornano	1956-11-18						Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA268042	Mme	Gabrielle	Louis-Carabin	1946-02-20		Le Moule	Guadeloupe	France	Agent de contrôle retraitée	Anciens cadres et professions intermédiaires	Retraités
PA268045	M.	Joël	Beaugendre	1950-01-19		Saint-Claude	Guadeloupe	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA268048	M.	Victorin	Lurel	1951-08-20		Vieux-Habitants	Guadeloupe	France	Fonctionnaire retraité	Anciens cadres et professions intermédiaires	Retraités
PA268049	M.	Louis	Mussington	1961-11-09						Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA268051	M.	Serge	Grouard	1959-03-19		Paris	Paris	France	Administrateur civil	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2681	M.	Joël	Sarlot	1946-07-05	2017-12-10	Belfort	Territoire de Belfort		Vétérinaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2684	M.	Bernard	Saugey	1943-03-03		Lyon 4ème	Rhône		directeur général du groupe "le progrès"	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA2685	Mme	Odile	Saugues	1943-01-26		Clermont-Ferrand	Puy-de-Dôme	France	Dessinatrice industrielle Michelin	Techniciens	Professions Intermédiaires
PA2687	M.	Claude	Saunier	1943-02-26							
PA269	M.	Pierre	André	1947-06-29							
PA2690	M.	François	Sauvadet	1953-04-20		Dijon	Côte-d'Or	France	Journaliste	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2693	M.	Gilbert	Sauvan	1956-07-15		Peyroules	Alpes-de-Haute-Provence	France	Fonctionnaire de catégorie B	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA270	Mme	Michèle	André	1947-02-06							
PA2700	M.	François	Scellier	1936-05-07		Amiens	Somme	France	Directeur divisionnaire des impôts honoraire	Anciens cadres et professions intermédiaires	Retraités
PA2707	M.	André	Schneider	1947-01-03		Strasbourg	Bas-Rhin	France	Principal de collège retraité	Anciens cadres et professions intermédiaires	Retraités
PA2708	M.	Jean-Pierre	Schosteck	1942-03-16		Paris	Paris	France		Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA271	Mme	Sylvie	Andrieux	1961-12-15		Marseille	Bouches-du-Rhône	France	Cadre commercial d'entreprise de manutention et d'acconage	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2710	M.	Bernard	Schreiner	1937-08-30		Brumath	Bas-Rhin		Professeur d'enseignement général des collèges retraité	Anciens cadres et professions intermédiaires	Retraités
PA2713	M.	Roger-Gérard	Schwartzenberg	1943-04-17		Pau	Pyrénées-Atlantiques	France	Professeur d'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2720	M.	Bernard	Seillier	1941-07-12							
PA2727	M.	Michel	Sergent	1943-12-27		DESVRES					
PA273	M.	Bernard	Angels	1944-09-18		Alger		Algérie	Principal de collège	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2737	M.	Henri	Sicre	1935-06-26		Rabat		Maroc	Inspecteur central des impôts	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2738	M.	Jacques	Siffre	1937-04-04		Foix	Ariège		Chirurgien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2739	M.	René-Pierre	Signé	1930-09-16							
PA2744	M.	Jean-Pierre	Soisson	1934-11-09		Auxerre	Yonne		Conseiller référendaire à la Cour des comptes	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2752	M.	Daniel	Soulage	1942-02-14		Monflanquin	Lot-et-Garonne		Agriculteur	Agriculteurs exploitants	Agriculteurs exploitants
PA2758	M.	Louis	Souvet	1931-10-19							
PA2769	M.	Dominique	Strauss-Kahn	1949-04-25		Neuilly-sur-Seine	Hauts-de-Seine	France	Professeur d'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2774	M.	Jean-Pierre	Sueur	1947-02-28		Boulogne-Sur-Mer	Pas-de-Calais		Professeur agrégé enseignant à l'université d'Orléans	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2775	M.	Alain	Suguenot	1951-09-17		Troyes	Aube	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2776	M.	Simon	Sutour	1952-08-18							
PA2790	Mme	Catherine	Tasca	1941-12-13		Lyon	Rhône		Chef d'entreprise dans le secteur culturel	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA2791	Mme	Christiane	Taubira	1952-02-02		Cayenne	Guyane		Économiste	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2792	M.	Jean-Charles	Taugourdeau	1953-07-17		Dreux	Eure-et-Loir	France	Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA2796	M.	Guy	Teissier	1945-04-04		Marseille	Bouches-du-Rhône	France	Retraité	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2798	Mme	Odette	Terrade	1949-02-21							
PA2799	M.	Pascal	Terrasse	1964-10-26		Bagnols-sur-Cèze	Gard	France	Directeur de maison de retraite	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA2800	M.	Gérard	Terrier	1948-02-01		Verdun	Meuse	France	Retraité	Anciens cadres et professions intermédiaires	Retraités
PA2801	M.	Michel	Terrot	1948-12-18		Lyon	Rhône		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2803	M.	Michel	Teston	1944-07-20							
PA2811	M.	Jean-Claude	Thomas	1950-03-16		Paris	Paris		Docteur en chirurgie dentaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2815	M.	Dominique	Tian	1959-12-14		Marseille	Bouches-du-Rhône	France	Gérant de sociétés	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA2816	M.	Jean	Tiberi	1935-01-30		Paris	Paris		Magistrat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2823	M.	Henri	Torre	1933-04-12		CASABLANCA					
PA2825	Mme	Marisol	Touraine	1959-03-07		Paris	Paris		Conseillère d'Etat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2828	M.	Alain	Tourret	1947-12-25		Boppard		Allemagne	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2832	M.	Alfred	Trassy-Paillogues	1950-07-15		Rouen	Seine-Maritime	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2843	M.	Georges	Tron	1957-08-01		Neuilly-sur-Seine	Hauts-de-Seine		Agent public des collectivités locales	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2844	M.	François	Trucy	1931-06-09							
PA2848	M.	Alex	Türk	1950-01-25							
PA2850	M.	Jean	Ueberschlag	1935-05-29		Folgensbourg	Haut-Rhin		Chirurgien-dentiste retraité	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2856	M.	Léon	Vachet	1932-12-29	2010-11-11	Châteaurenard	Bouches-du-Rhône		Exploitant agricole retraité	Agriculteurs exploitants	Agriculteurs exploitants
PA2859	M.	Daniel	Vaillant	1949-07-19		Lormes	Nièvre	France	Technicien biologiste	Techniciens	Professions Intermédiaires
PA2860	M.	Jacques	Valade	1930-05-04							
PA286166	M.	Christian	Blanc	1942-05-17		Talence	Gironde		Ancien président de sociétés publiques et privées, ancien préfet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2867	M.	André	Vallet	1935-01-29							
PA287	M.	Philippe	Arnaud	1949-02-01	2018-09-16					Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA2870	M.	André	Vallini	1956-07-15		Tullins	Isère		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2875	M.	Christian	Vanneste	1947-07-14		Tourcoing	Nord	France	Professeur de philosophie	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2876	M.	François	Vannson	1962-10-20		Épinal	Vosges		Opticien	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA2877	M.	André	Vantomme	1948-02-16							
PA2879	M.	Alain	Vasselle	1947-06-27							
PA2883	M.	Michel	Vauzelle	1944-08-15		Montélimar	Drôme	France	Préfet	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2884	M.	Michel	Vaxès	1940-11-14	2016-09-18	Marseille	Bouches-du-Rhône		Conseiller d'orientation-psychologue	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA288865	Mme	Colette	Le Moal	1932-03-27		Paris	Paris	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA2893	M.	Paul	Vergès	1925-03-05	2016-11-12	Oubone		Thaïlande	Directeur de publication	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA2895	M.	Michel	Vergnier	1946-11-25		Ennery	Moselle	France	Directeur d'école retraité	Anciens cadres et professions intermédiaires	Retraités
PA290103	M.	Yves	Krattinger	1948-11-05							
PA2904	M.	André	Vézinhet	1939-09-07		Rodez	Aveyron		Directeur de recherche (retraité)	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA2905	M.	Jean-Pierre	Vial	1951-02-17							
PA2907	M.	Jean-Sébastien	Vialatte	1951-01-30		Saint-Étienne	Loire	France	Biologiste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2912	M.	Alain	Vidalies	1951-03-17		Grenade-sur-l'Adour	Landes		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA2913	M.	Gérard	Vignoble	1945-10-29		Roubaix	Nord	France	Technicien supérieur des PTT	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
